crime_type,Category,day_Sun,day_Mon,day_Tue,day_Wed,day_Thu,day_Fri,day_Sat,hour_0,hour_1,hour_2,hour_3,hour_4,hour_5,hour_6,hour_7,hour_8,hour_9,hour_10,hour_11,hour_12,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,hour_20,hour_21,hour_22,hour_23,community_area_1,community_area_2,community_area_3,community_area_4,community_area_5,community_area_6,community_area_7,community_area_8,community_area_9,community_area_10,community_area_11,community_area_12,community_area_13,community_area_14,community_area_15,community_area_16,community_area_17,community_area_18,community_area_19,community_area_20,community_area_21,community_area_22,community_area_23,community_area_24,community_area_25,community_area_26,community_area_27,community_area_28,community_area_29,community_area_30,community_area_31,community_area_32,community_area_33,community_area_34,community_area_35,community_area_36,community_area_37,community_area_38,community_area_39,community_area_40,community_area_41,community_area_42,community_area_43,community_area_44,community_area_45,community_area_46,community_area_47,community_area_48,community_area_49,community_area_50,community_area_51,community_area_52,community_area_53,community_area_54,community_area_55,community_area_56,community_area_57,community_area_58,community_area_59,community_area_60,community_area_61,community_area_62,community_area_63,community_area_64,community_area_65,community_area_66,community_area_67,community_area_68,community_area_69,community_area_70,community_area_71,community_area_72,community_area_73,community_area_74,community_area_75,community_area_76,community_area_77
SEX OFFENSE: PUBLIC INDECENCY,P2,0.123595506,0.179775281,0.151685393,0.146067416,0.146067416,0.123595506,0.129213483,0.02247191,0.011235955,0.016853933,0.011235955,0.005617978,0.005617978,0.011235955,0.078651685,0.073033708,0.039325843,0.084269663,0.061797753,0.056179775,0.056179775,0.073033708,0.050561798,0.073033708,0.033707865,0.061797753,0.033707865,0.028089888,0.033707865,0.028089888,0.050561798,0.016853933,0.039325843,0.056179775,0.005617978,0,0.011235955,0.011235955,0.050561798,0,0.016853933,0.011235955,0.005617978,0,0.028089888,0.02247191,0.028089888,0.005617978,0,0.016853933,0.005617978,0.016853933,0.02247191,0.016853933,0.016853933,0.033707865,0.02247191,0.011235955,0.056179775,0.005617978,0.02247191,0.005617978,0.04494382,0,0.011235955,0.02247191,0,0,0.005617978,0.016853933,0.011235955,0.016853933,0.028089888,0.005617978,0,0,0.016853933,0,0,0.016853933,0.016853933,0.005617978,0.016853933,0,0,0.005617978,0.005617978,0,0.028089888,0,0.02247191,0.016853933,0,0.016853933,0,0.005617978,0.011235955,0.005617978,0.011235955,0.02247191,0,0.011235955,0,0,0.005617978,0,0,0.033707865
STALKING: SIMPLE,P2,0.12173913,0.156521739,0.156521739,0.156521739,0.07826087,0.147826087,0.182608696,0.060869565,0.052173913,0.026086957,0.017391304,0.026086957,0.008695652,0.026086957,0.034782609,0.052173913,0.043478261,0.043478261,0.034782609,0.008695652,0.043478261,0.052173913,0.069565217,0.043478261,0.052173913,0.104347826,0.026086957,0.052173913,0.043478261,0.052173913,0.026086957,0.008695652,0.017391304,0.008695652,0.008695652,0.008695652,0.008695652,0,0.026086957,0.008695652,0.017391304,0.017391304,0,0,0.017391304,0,0,0.008695652,0,0.017391304,0.017391304,0,0,0,0.095652174,0.034782609,0.026086957,0.008695652,0.008695652,0.034782609,0.026086957,0.017391304,0.026086957,0.008695652,0,0.008695652,0.008695652,0,0.017391304,0,0.008695652,0,0,0.017391304,0.043478261,0.008695652,0.026086957,0,0,0.008695652,0,0.026086957,0,0.026086957,0.034782609,0.008695652,0,0.026086957,0.017391304,0.017391304,0.008695652,0.017391304,0.008695652,0.017391304,0,0,0,0.017391304,0.034782609,0.052173913,0.026086957,0.017391304,0,0.008695652,0,0,0,0.008695652
THEFT: $500 AND UNDER,P1P,0.136020479,0.145045123,0.138710517,0.138667129,0.14074974,0.155371399,0.145435613,0.044212079,0.027464422,0.023212426,0.018656716,0.016053454,0.015446026,0.019307532,0.027160708,0.03926588,0.04286706,0.040437348,0.040827838,0.05501562,0.048160361,0.047900035,0.052368969,0.051674766,0.058182923,0.064257202,0.057271781,0.057011454,0.055145783,0.05501562,0.043083999,0.015576189,0.013580354,0.015576189,0.00759285,0.007028809,0.028115238,0.027204096,0.041565429,0.001431795,0.007853176,0.006291218,0.003514405,0.00455571,0.010760153,0.012539049,0.012799375,0.006030892,0.001865672,0.015272475,0.005249913,0.008894481,0.033408539,0.02390663,0.05653419,0.048030198,0.011627907,0.014491496,0.055275946,0.020826102,0.01631378,0.009762235,0.034406456,0.008330441,0.00455571,0.012408886,0.004338771,0.00416522,0.014751822,0.005727178,0.009024644,0.010282888,0.011280805,0.025902464,0.022127733,0.00360118,0.014838598,0.000911142,0.005032975,0.021303367,0.003904894,0.006768483,0.004946199,0.009068032,0.002733426,0.0024731,0.008894481,0.003384242,0.006334606,0.003210691,0.007853176,0.013493579,0.004512322,0.008460604,0.00360118,0.007853176,0.018092676,0.017658799,0.015055536,0.01991496,0.010499826,0.02351614,0.005293301,0.010326276,0.00360118,0.00663832,0.006334606,0.00911142
THEFT: ATTEMPT THEFT,P1P,0.1275,0.15,0.16,0.1875,0.1325,0.1425,0.1,0.02,0.0225,0.02,0.035,0.02,0.0175,0.01,0.03,0.04,0.0525,0.0525,0.0525,0.08,0.07,0.07,0.0725,0.055,0.065,0.0525,0.045,0.045,0.02,0.0375,0.015,0.025,0.015,0.0125,0.02,0.0125,0.04,0.025,0.0725,0.005,0.0175,0.01,0.0025,0,0.0225,0.0175,0.0075,0.005,0.0025,0.01,0.0025,0.0125,0.0275,0.0375,0.0425,0.0475,0.005,0.0075,0.0325,0.015,0.0125,0.01,0.07,0.02,0.0075,0.0075,0.0025,0,0.005,0.0025,0.005,0.0125,0.005,0.0125,0.0175,0.0025,0.0125,0,0,0.01,0.0075,0.0075,0.01,0.0025,0,0.0025,0.01,0.0075,0.01,0.005,0.005,0.0225,0.005,0.0025,0.01,0.0075,0.0075,0.005,0.02,0.005,0.0075,0.015,0.005,0.0075,0.005,0.015,0.01,0.015
THEFT: FROM BUILDING,P1P,0.122716527,0.138727703,0.139909736,0.139479905,0.146249731,0.156028369,0.156888029,0.035353535,0.024392865,0.018375242,0.011605416,0.00924135,0.007629486,0.011927789,0.019879648,0.03470879,0.047818612,0.051687084,0.051257253,0.090909091,0.078766387,0.076294864,0.070492156,0.062540297,0.062862669,0.064044702,0.045347088,0.039222007,0.0298732,0.030840318,0.024930153,0.017085751,0.013647109,0.020954223,0.011712873,0.00924135,0.047603697,0.036535568,0.147109392,0.001074576,0.003331184,0.002149151,0.000967118,0.001934236,0.007199656,0.008489147,0.009348807,0.00483559,0.001719321,0.012572534,0.002578981,0.005802708,0.026327101,0.0149366,0.03556845,0.023533204,0.007307114,0.008059317,0.062432839,0.011283043,0.008381689,0.009563722,0.133032452,0.016441006,0.003116269,0.010315925,0.001289491,0.001504406,0.007736944,0.004728132,0.005587793,0.012357619,0.008381689,0.01536643,0.013217279,0.002256609,0.006984741,0.001289491,0.003008812,0.01053084,0.001934236,0.002149151,0.001826778,0.007736944,0.003008812,0.00085966,0.007522029,0.002686439,0.005587793,0.002578981,0.005910165,0.010423383,0.001504406,0.004083387,0.002793896,0.006339996,0.009563722,0.010853213,0.010853213,0.012142704,0.006125081,0.010638298,0.003008812,0.007736944,0.001826778,0.003546099,0.010315925,0.016011176
THEFT: OVER $500,P1P,0.127731329,0.133843884,0.14178318,0.147122883,0.152673365,0.159347994,0.137497365,0.042155554,0.025293332,0.022412703,0.018267407,0.014403148,0.015457036,0.020304925,0.02648774,0.036605073,0.043420221,0.040258554,0.042647369,0.057331553,0.046652146,0.054450924,0.052413405,0.052343146,0.05950959,0.064076442,0.063584627,0.058455702,0.05100822,0.050446146,0.042015035,0.009976814,0.011382,0.015457036,0.010468629,0.008852666,0.03400548,0.045738776,0.061266072,0.00098363,0.005199185,0.004988407,0.003021148,0.005901778,0.011592777,0.013489777,0.012506148,0.005480222,0.003021148,0.014824703,0.003723741,0.011382,0.035621443,0.020164407,0.078620108,0.035551184,0.009836296,0.009203963,0.067027331,0.014122111,0.012576407,0.008360852,0.053326776,0.010328111,0.005339704,0.012787185,0.004075037,0.005058666,0.012997962,0.007869037,0.007096185,0.007588,0.011100963,0.018759222,0.015878592,0.003794,0.009485,0.00091337,0.004356074,0.015948851,0.003653481,0.005339704,0.003794,0.007728518,0.001756481,0.001826741,0.008852666,0.004637111,0.005761259,0.003231926,0.007447481,0.011873814,0.002950889,0.006534111,0.004145296,0.006182815,0.013489777,0.014122111,0.012014333,0.014122111,0.010117333,0.016440666,0.004356074,0.010187592,0.002107778,0.006955666,0.011592777,0.007728518
THEFT: POCKET-PICKING,P1P,0.162292448,0.121585431,0.121049813,0.119442957,0.126405999,0.163899304,0.185324049,0.026780932,0.029459025,0.037493305,0.027316551,0.017675415,0.00803428,0.00803428,0.014461703,0.020353508,0.023031601,0.026780932,0.040707017,0.076057847,0.083020889,0.07498661,0.088377076,0.069094804,0.072844135,0.068559186,0.050348152,0.04338511,0.035886449,0.025174076,0.032137118,0.018211034,0.00374933,0.014461703,0.006963042,0.00374933,0.066416711,0.032137118,0.177825388,0.000535619,0.001606856,0.002142475,0,0.001606856,0.003213712,0.00374933,0.005891805,0.001606856,0.000535619,0.006963042,0.003213712,0.003213712,0.014461703,0.009105517,0.020889127,0.021960364,0.009105517,0.009105517,0.05891805,0.005356186,0.005356186,0.00803428,0.290840921,0.012854847,0.004284949,0.003213712,0.001606856,0.00374933,0.002142475,0.001071237,0.004284949,0.005356186,0.002678093,0.005891805,0.017139796,0,0.00374933,0,0.001071237,0.013926085,0.001606856,0.004284949,0.001071237,0.00374933,0,0,0.005891805,0.001071237,0.002678093,0.001071237,0.002678093,0.005891805,0.000535619,0.00374933,0.001071237,0.002678093,0.007498661,0.00803428,0.007498661,0.009641136,0.002142475,0.00803428,0.001071237,0.002142475,0.001071237,0.001071237,0.008569898,0.011247991
THEFT: PURSE-SNATCHING,P1P,0.124203822,0.181528662,0.146496815,0.127388535,0.136942675,0.157643312,0.125796178,0.030254777,0.020700637,0.036624204,0.020700637,0.01433121,0.007961783,0.020700637,0.038216561,0.036624204,0.046178344,0.042993631,0.047770701,0.060509554,0.066878981,0.054140127,0.049363057,0.066878981,0.044585987,0.047770701,0.046178344,0.065286624,0.041401274,0.047770701,0.046178344,0.00955414,0.00955414,0.006369427,0.003184713,0,0.01433121,0.011146497,0.044585987,0,0,0.00477707,0,0.001592357,0.003184713,0.007961783,0.003184713,0.006369427,0.001592357,0.011146497,0.006369427,0.007961783,0.017515924,0.02866242,0.01910828,0.063694268,0.030254777,0.025477707,0.031847134,0.041401274,0.017515924,0.012738854,0.062101911,0.006369427,0.00477707,0.012738854,0.001592357,0.007961783,0.012738854,0.003184713,0.017515924,0.00955414,0.02388535,0.031847134,0.035031847,0.00955414,0.015923567,0.001592357,0,0.025477707,0.003184713,0.003184713,0.001592357,0.01433121,0.003184713,0,0.001592357,0.003184713,0.006369427,0.00477707,0.00477707,0.012738854,0.001592357,0.01433121,0,0.00477707,0.030254777,0.036624204,0.03343949,0.035031847,0.00477707,0.027070064,0,0.015923567,0.001592357,0.00955414,0.001592357,0.001592357
THEFT: RETAIL THEFT,P1P,0.119699898,0.143230647,0.140388769,0.144367398,0.147209276,0.153006707,0.152097306,0.008184608,0.008525634,0.00534273,0.005570081,0.004774355,0.003978629,0.007843583,0.013868364,0.018074344,0.025804251,0.046152097,0.061270888,0.066840969,0.078776856,0.104240082,0.102534955,0.100602478,0.095487098,0.080823008,0.066613618,0.043423895,0.024781175,0.016255542,0.01023076,0.016028191,0.008298284,0.017960668,0.006479482,0.007161532,0.035011936,0.020234171,0.120381948,0.00022735,0.002500853,0.002841878,0.000909401,0.008866659,0.00511538,0.014550415,0.00511538,0.003069228,0.002387177,0.023417074,0.004319654,0.013413664,0.022280323,0.019438445,0.027964079,0.031715358,0.004205979,0.001591452,0.061839263,0.007616233,0.009207684,0.010685461,0.133795612,0.00954871,0.001818802,0.010571786,0,0.004205979,0.00977606,0.002500853,0.002614528,0.006479482,0.003296578,0.016482892,0.042628169,0.002046152,0.005911106,0,0.00488803,0.006593157,0.008752984,0.012390588,0.001364101,0.00466068,0,0.001591452,0.007843583,0.003751279,0.003523929,0.010571786,0.003410253,0.014095714,0.007388883,0.006024781,0.001250426,0.022507673,0.010799136,0.007502558,0.007502558,0.016823917,0.008184608,0.018415369,0.001591452,0.007388883,0.002159827,0.008980334,0.003069228,0.020461521
WEAPONS VIOLATION: RECKLESS FIREARM DISCHARGE,P2,0.180672269,0.096638655,0.147058824,0.092436975,0.138655462,0.142857143,0.201680672,0.054621849,0.042016807,0.042016807,0.037815126,0.033613445,0.012605042,0.004201681,0.008403361,0.008403361,0.025210084,0.029411765,0.037815126,0.046218487,0.029411765,0.054621849,0.079831933,0.050420168,0.067226891,0.042016807,0.06302521,0.06302521,0.046218487,0.075630252,0.046218487,0.025210084,0.012605042,0.025210084,0.004201681,0.004201681,0.012605042,0.004201681,0.029411765,0,0,0,0,0,0.021008403,0.004201681,0.016806723,0,0,0.042016807,0.025210084,0.008403361,0.012605042,0.054621849,0.021008403,0.105042017,0.008403361,0.033613445,0.021008403,0.021008403,0.021008403,0.033613445,0.008403361,0,0.008403361,0.025210084,0.004201681,0,0.016806723,0.004201681,0.008403361,0,0.012605042,0.025210084,0.012605042,0.021008403,0.046218487,0,0.012605042,0.008403361,0,0.025210084,0.037815126,0,0,0.008403361,0,0,0.008403361,0.004201681,0.008403361,0.025210084,0,0.004201681,0,0,0.021008403,0.016806723,0.012605042,0.016806723,0.004201681,0.012605042,0.004201681,0,0,0.004201681,0,0.004201681
WEAPONS VIOLATION: UNLAWFUL POSS OF HANDGUN,P2,0.142334282,0.133387556,0.15046767,0.145180968,0.125660838,0.149654331,0.153314355,0.050833672,0.030500203,0.017080114,0.017893453,0.006913379,0.008133388,0.006100041,0.007726718,0.015046767,0.015860106,0.030906873,0.041073607,0.042700285,0.048393656,0.055713705,0.05246035,0.042293615,0.036193575,0.057747052,0.086213908,0.078893859,0.085400569,0.090280602,0.075640504,0.005286702,0.007320049,0.002846686,0.001220008,0.000406669,0.002440016,0.001626678,0.010573404,0,0,0.000406669,0,0,0.002033347,0.003660024,0.002440016,0.001220008,0.000406669,0.015453436,0.005286702,0.004880033,0.006913379,0.036193575,0.003253355,0.09800732,0.038633591,0.043920293,0.009760065,0.071167141,0.025213501,0.007726718,0.002846686,0.000406669,0.001626678,0.004880033,0.002846686,0.004473363,0.013420089,0.002440016,0.012200081,0.001626678,0.015453436,0.037413583,0.018706791,0.010166734,0.020333469,0.002440016,0.002846686,0.042700285,0.004066694,0.007320049,0.003660024,0.040260268,0.012606751,0.000813339,0.001626678,0.002846686,0.013826759,0.002846686,0.004066694,0.031720211,0.004066694,0.009760065,0.000813339,0.003253355,0.028466856,0.063033754,0.050020333,0.034160228,0.004066694,0.044733632,0.002033347,0.016266775,0,0.005693371,0.000813339,0.002033347
WEAPONS VIOLATION: UNLAWFUL USE HANDGUN,P2,0.177121771,0.114391144,0.132841328,0.143911439,0.140221402,0.121771218,0.169741697,0.073800738,0.029520295,0.022140221,0.040590406,0.036900369,0.011070111,0.018450185,0.007380074,0.029520295,0.025830258,0.033210332,0.055350554,0.044280443,0.055350554,0.036900369,0.040590406,0.051660517,0.051660517,0.055350554,0.073800738,0.044280443,0.033210332,0.084870849,0.044280443,0.036900369,0.029520295,0.033210332,0.029520295,0.003690037,0.003690037,0,0.003690037,0,0,0,0.003690037,0,0.011070111,0.011070111,0.014760148,0,0,0.036900369,0.014760148,0.007380074,0.018450185,0.05904059,0.025830258,0.121771218,0.025830258,0.025830258,0.007380074,0.040590406,0.025830258,0.007380074,0.003690037,0,0,0,0.011070111,0.003690037,0.011070111,0,0.007380074,0,0.003690037,0.003690037,0.022140221,0.003690037,0.018450185,0,0,0.040590406,0,0,0,0.007380074,0.003690037,0,0,0.003690037,0.003690037,0,0,0.033210332,0,0.007380074,0.003690037,0,0.011070111,0.062730627,0.018450185,0.025830258,0,0.033210332,0.003690037,0.007380074,0,0.014760148,0,0.033210332
WEAPONS VIOLATION: UNLAWFUL USE OTHER DANG WEAPON,P2,0.129251701,0.204081633,0.108843537,0.156462585,0.170068027,0.149659864,0.081632653,0.020408163,0.054421769,0.020408163,0.020408163,0.006802721,0,0,0.013605442,0.047619048,0.054421769,0.040816327,0.068027211,0.068027211,0.081632653,0.074829932,0.040816327,0.047619048,0.013605442,0.054421769,0.088435374,0.013605442,0.06122449,0.06122449,0.047619048,0.006802721,0,0.006802721,0.013605442,0,0.06122449,0,0,0,0,0,0,0.027210884,0.013605442,0.034013605,0.020408163,0.006802721,0,0.013605442,0.013605442,0,0.013605442,0.040816327,0.034013605,0.068027211,0.027210884,0.006802721,0.013605442,0.047619048,0.006802721,0.006802721,0.020408163,0,0.006802721,0.006802721,0,0.006802721,0.006802721,0,0.006802721,0,0.006802721,0.034013605,0.034013605,0.013605442,0.020408163,0,0,0.047619048,0.006802721,0,0.013605442,0,0.027210884,0,0.006802721,0.034013605,0.006802721,0.006802721,0.006802721,0.034013605,0.006802721,0.013605442,0.006802721,0.006802721,0.013605442,0.040816327,0.006802721,0.020408163,0,0.034013605,0,0.006802721,0,0,0,0.006802721
